Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2234.25,2274.233,39.983,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,134055,136454,,,,,134574,136973,5612862,5712818
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2278.3,2278.633,0.333,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,136698,136718,,,,,137217,137237,5722984,5723817
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2278.433,2281,2.567,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,136706,136860,,,,,137225,137379,5723317,5729734
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2281.05,2283.267,2.217,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,136863,136996,,,,,137382,137515,5729859,5735400
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2310.75,2311.483,0.733,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,138645,138689,,,,,139164,139208,5804107,5805940
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,2315.6,2317.1,1.5,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,138936,139026,,,,,139455,139545,5816231,5819981
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,2317.117,2335.05,17.933,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,139027,140103,,,,,139546,140622,5820023,5864855
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,epoch,Not defined,novel end,POINT,2335.083,2335.083,,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,140105,140105,,,,,140624,140624,5864938,5864938
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,epoch,Not defined,rest start,POINT,2368.333,2368.333,,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,142100,142100,,,,,142619,142619,5948061,5948061
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,sleeping,Not defined,,STATE,3105.567,3114,8.433,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,186334,186840,,,,,187802,188308,7830635,7851718
